NO.,PWM,Thrust,Voltage,Current,Power
1,90,0.0,12.294,0.0,0.0
2,90,0.0,12.294,262.14,0.0
3,90,0.0,12.294,262.14,0.0
4,90,0.0,12.294,262.14,0.0
5,90,0.0,12.294,262.14,0.0
6,90,0.0,12.294,262.14,0.0
7,90,0.0,12.299999999999999,0.0,0.0
8,90,0.0,12.299999999999999,0.0,0.0
9,90,0.0,12.299999999999999,0.0,0.0
10,90,0.0,12.299999999999999,0.0,0.0
11,90,0.0,12.299999999999999,0.0,0.0
12,90,0.0,12.299999999999999,0.0,0.0
13,90,0.0,12.299999999999999,0.0,0.0
14,90,0.0,12.299999999999999,0.0,0.0
15,90,0.0,12.306000000000001,262.14,0.0
16,90,0.0,12.306000000000001,262.14,0.0
17,90,0.0,12.306000000000001,262.14,0.0
18,90,0.0,12.306000000000001,262.14,0.0
19,90,0.0,12.306000000000001,262.14,0.0
20,90,0.0,12.306000000000001,262.14,0.0
21,90,0.0,12.299999999999999,262.14,0.0
22,90,0.0,12.299999999999999,262.14,0.0
23,90,0.0,12.299999999999999,262.14,0.0
24,90,0.0,12.299999999999999,262.14,0.0
25,90,0.0,12.299999999999999,262.14,0.0
26,90,0.0,12.299999999999999,262.14,0.0
27,90,0.0,12.306000000000001,0.0,0.0
28,90,0.0,12.306000000000001,0.0,0.0
29,90,0.0,12.306000000000001,0.0,0.0
30,90,0.0,12.306000000000001,0.0,0.0
31,90,0.0,12.306000000000001,0.0,0.0
32,90,0.0,12.306000000000001,0.0,0.0
33,90,0.0,12.306000000000001,0.0,0.0
34,90,0.0,12.306000000000001,0.0,0.0
35,90,0.0,12.306000000000001,0.0,0.0
36,90,0.0,12.306000000000001,0.0,0.0
37,90,0.0,12.306000000000001,0.0,0.0
38,90,0.0,12.306000000000001,0.0,0.0
39,90,0.0,12.306000000000001,0.0,0.0
40,90,0.0,12.306000000000001,0.0,0.0
41,90,0.0,12.306000000000001,0.0,0.0
42,90,0.0,12.306000000000001,0.0,0.0
43,90,0.0,12.306000000000001,0.0,0.0
44,90,0.0,12.306000000000001,0.0,0.0
45,90,0.0,12.306000000000001,0.0,0.0
46,90,0.0,12.306000000000001,0.0,0.0
47,90,0.0,12.306000000000001,0.0,0.0
48,90,0.0,12.306000000000001,0.0,0.0
49,90,0.0,12.306000000000001,0.0,0.0
50,90,0.0,12.306000000000001,0.0,0.0
51,90,0.0,12.306000000000001,0.0,0.0
52,90,0.0,12.306000000000001,0.0,0.0
53,90,0.0,12.306000000000001,0.0,0.0
54,90,0.0,12.306000000000001,0.0,0.0
55,90,0.0,12.306000000000001,0.0,0.0
56,90,0.0,12.306000000000001,0.0,0.0
57,90,0.0,12.306000000000001,0.0,0.0
58,90,0.0,12.306000000000001,0.0,0.0
59,90,0.0,12.306000000000001,0.0,0.0
60,90,0.0,12.306000000000001,0.0,0.0
61,90,0.0,12.306000000000001,0.0,0.0
62,90,0.0,12.306000000000001,0.0,0.0
63,90,0.0,12.299999999999999,0.0,0.0
64,90,0.0,12.299999999999999,0.0,0.0
65,90,0.0,12.299999999999999,0.0,0.0
66,90,0.0,12.299999999999999,0.0,0.0
67,90,0.0,12.299999999999999,0.0,0.0
68,90,0.0,12.299999999999999,0.0,0.0
69,90,0.0,12.299999999999999,0.0,0.0
70,90,0.0,12.299999999999999,0.0,0.0
71,90,0.0,12.299999999999999,0.0,0.0
72,90,0.0,12.299999999999999,0.0,0.0
73,90,0.0,12.299999999999999,0.0,0.0
74,90,0.0,12.299999999999999,0.0,0.0
75,90,0.0,12.299999999999999,0.0,0.0
76,90,0.0,12.299999999999999,0.0,0.0
77,90,0.0,12.299999999999999,0.0,0.0
78,90,0.0,12.299999999999999,0.0,0.0
79,90,0.0,12.299999999999999,0.0,0.0
80,90,0.0,12.299999999999999,0.0,0.0
81,90,0.0,12.299999999999999,0.0,0.0
82,90,0.0,12.299999999999999,0.0,0.0
83,90,0.0,12.299999999999999,0.0,0.0
84,90,0.0,12.299999999999999,0.0,0.0
85,90,0.0,12.299999999999999,0.0,0.0
86,90,0.0,12.299999999999999,0.0,0.0
87,90,0.0,12.299999999999999,0.0,0.0
88,90,0.0,12.299999999999999,0.0,0.0
89,90,0.0,12.299999999999999,0.0,0.0
90,90,0.0,12.299999999999999,0.0,0.0
91,90,0.0,12.299999999999999,0.0,0.0
92,90,0.0,12.299999999999999,0.0,0.0
93,90,0.0,12.299999999999999,0.0,0.0
94,90,0.0,12.299999999999999,0.0,0.0
95,90,0.0,12.299999999999999,0.0,0.0
96,90,0.0,12.299999999999999,0.0,0.0
97,90,0.0,12.299999999999999,0.0,0.0
98,90,0.0,12.299999999999999,0.0,0.0
99,90,0.0,12.299999999999999,0.0,0.0
100,90,0.0,12.299999999999999,0.0,0.0
101,89,0.0,12.299999999999999,0.0,0.0
102,89,0.0,12.299999999999999,0.0,0.0
103,89,0.0,12.299999999999999,0.0,0.0
104,89,0.0,12.299999999999999,0.0,0.0
105,89,0.0,12.299999999999999,0.0,0.0
106,89,0.0,12.299999999999999,0.0,0.0
107,89,0.0,12.299999999999999,0.0,0.0
108,89,0.0,12.299999999999999,0.0,0.0
109,89,0.0,12.306000000000001,0.04,0.24
110,89,0.0,12.306000000000001,0.04,0.24
111,89,0.0,12.306000000000001,0.04,0.24
112,89,0.0,12.306000000000001,0.04,0.24
113,89,0.1930241882801056,12.306000000000001,0.04,0.24
114,89,0.1930241882801056,12.306000000000001,0.04,0.24
115,89,0.1930241882801056,12.306000000000001,0.04,0.24
116,89,0.1930241882801056,12.299999999999999,0.047999999999999994,0.24
117,89,0.18404632806777954,12.299999999999999,0.047999999999999994,0.24
118,89,0.18404632806777954,12.299999999999999,0.047999999999999994,0.24
119,89,0.18404632806777954,12.299999999999999,0.047999999999999994,0.24
120,89,0.18404632806777954,12.299999999999999,0.047999999999999994,0.24
121,89,0.18404632806777954,12.299999999999999,0.047999999999999994,0.24
122,89,0.10773443430662155,12.299999999999999,0.047999999999999994,0.24
123,89,0.10773443430662155,12.306000000000001,0.044000000000000004,0.24
124,89,0.10773443430662155,12.306000000000001,0.044000000000000004,0.24
125,89,0.10773443430662155,12.306000000000001,0.044000000000000004,0.24
126,89,0.0,12.306000000000001,0.044000000000000004,0.24
127,89,0.0,12.306000000000001,0.044000000000000004,0.24
128,89,0.0,12.306000000000001,0.044000000000000004,0.24
129,89,0.0,12.306000000000001,0.044000000000000004,0.24
130,89,0.0,12.306000000000001,0.044000000000000004,0.24
131,89,0.0,12.299999999999999,0.044000000000000004,0.24
132,89,0.0,12.299999999999999,0.044000000000000004,0.24
133,89,0.0,12.299999999999999,0.044000000000000004,0.24
134,89,0.0,12.299999999999999,0.044000000000000004,0.24
135,89,0.0,12.299999999999999,0.044000000000000004,0.24
136,89,0.1975131332874298,12.299999999999999,0.044000000000000004,0.24
137,89,0.1975131332874298,12.299999999999999,0.044000000000000004,0.24
138,89,0.1975131332874298,12.299999999999999,0.04,0.24
139,89,0.1975131332874298,12.299999999999999,0.04,0.24
140,89,0.0,12.299999999999999,0.04,0.24
141,89,0.0,12.299999999999999,0.04,0.24
142,89,0.0,12.299999999999999,0.04,0.24
143,89,0.0,12.299999999999999,0.04,0.24
144,89,0.0,12.299999999999999,0.047999999999999994,0.48
145,89,0.0,12.299999999999999,0.047999999999999994,0.48
146,89,0.0,12.299999999999999,0.047999999999999994,0.48
147,89,0.0,12.299999999999999,0.047999999999999994,0.48
148,89,0.20649099349975586,12.299999999999999,0.047999999999999994,0.48
149,89,0.20649099349975586,12.299999999999999,0.047999999999999994,0.48
150,89,0.20649099349975586,12.299999999999999,0.047999999999999994,0.48
151,89,0.20649099349975586,12.299999999999999,0.044000000000000004,0.24
152,89,0.0,12.299999999999999,0.044000000000000004,0.24
153,89,0.0,12.299999999999999,0.044000000000000004,0.24
154,89,0.0,12.299999999999999,0.044000000000000004,0.24
155,89,0.0,12.299999999999999,0.044000000000000004,0.24
156,89,0.16609059274196625,12.299999999999999,0.044000000000000004,0.24
157,89,0.16609059274196625,12.299999999999999,0.044000000000000004,0.24
158,89,0.16609059274196625,12.299999999999999,0.044000000000000004,0.24
159,89,0.16609059274196625,12.299999999999999,0.044000000000000004,0.24
160,89,0.16609059274196625,12.299999999999999,0.044000000000000004,0.24
161,89,0.4488934874534607,12.299999999999999,0.044000000000000004,0.24
162,89,0.4488934874534607,12.299999999999999,0.044000000000000004,0.24
163,89,0.4488934874534607,12.299999999999999,0.044000000000000004,0.24
164,89,0.4488934874534607,12.299999999999999,0.044000000000000004,0.24
165,89,0.0,12.299999999999999,0.036,0.24
166,89,0.0,12.299999999999999,0.036,0.24
167,89,0.0,12.299999999999999,0.036,0.24
168,89,0.0,12.299999999999999,0.036,0.24
169,89,0.0,12.299999999999999,0.036,0.24
170,89,0.0,12.299999999999999,0.036,0.24
171,89,0.0,12.299999999999999,0.036,0.24
172,89,0.0,12.299999999999999,0.04,0.24
173,89,0.0,12.299999999999999,0.04,0.24
174,89,0.18404632806777954,12.299999999999999,0.04,0.24
175,89,0.18404632806777954,12.299999999999999,0.04,0.24
176,89,0.18404632806777954,12.299999999999999,0.04,0.24
177,89,0.18404632806777954,12.299999999999999,0.04,0.24
178,89,0.18404632806777954,12.299999999999999,0.04,0.24
179,89,0.0,12.306000000000001,0.044000000000000004,0.24
180,89,0.0,12.306000000000001,0.044000000000000004,0.24
181,89,0.0,12.306000000000001,0.044000000000000004,0.24
182,89,0.0,12.306000000000001,0.044000000000000004,0.24
183,89,0.0,12.306000000000001,0.044000000000000004,0.24
184,89,0.3950262665748596,12.306000000000001,0.044000000000000004,0.24
185,89,0.3950262665748596,12.306000000000001,0.044000000000000004,0.24
186,89,0.3950262665748596,12.306000000000001,0.044000000000000004,0.24
187,89,0.3950262665748596,12.306000000000001,0.044000000000000004,0.24
188,89,0.13017910718917847,12.306000000000001,0.044000000000000004,0.24
189,89,0.13017910718917847,12.306000000000001,0.044000000000000004,0.24
190,89,0.13017910718917847,12.306000000000001,0.044000000000000004,0.24
